height,width,sxx,sxy,syy,sdrop,mud,dc,label,height_width_ratio,normal_stress_diff,friction_product,stress_ratio,static_dynamic_friction_diff,stress_diff_dynamic_strength,normalized_dc,data_type
0.130412,1.675787,-101.870488,61.02712,-134.612242,0.437898,0.294638,0.334124,0.0,,,,,,,,train
0.058585,1.064839,-151.009144,43.597918,-149.543067,0.258352,0.230344,0.323642,1.0,,,,,,,,train
0.007119,1.054566,-71.77794,19.283644,-57.498652,0.290232,0.301536,0.308547,1.0,,,,,,,,train
0.10379,1.163194,-119.341652,26.135197,-106.189919,0.212194,0.267725,0.515825,1.0,,,,,,,,train
0.07263899999999998,1.306749,-123.177817,30.194006,-111.531456,0.243583,0.305316,0.421569,1.0,,,,,,,,train
0.121005,1.978456,-105.088909,72.85221,-131.498797,0.519854,0.231971,0.559302,1.0,,,,,,,,train
0.08956699999999998,1.172142,-126.153227,68.007372,-116.924451,0.5767,0.216953,0.3777,0.0,,,,,,,,train
0.150776,1.934322,-114.122845,62.777538,-123.080082,0.468775,0.302124,0.381174,1.0,,,,,,,,train
0.019554,1.365846,-43.445593,13.152455,-49.921075,0.22047,0.290182,0.404305,0.0,,,,,,,,train
0.103964,1.302323,-124.036755,48.43489,-108.11831,0.42176,0.265128,0.4478,1.0,,,,,,,,train
0.012283,1.646962,-118.65396,55.747986,-96.46367,0.547749,0.240033,0.366187,1.0,,,,,,,,train
0.035337,1.320169,-88.04916299999998,49.500998,-100.105327,0.482472,0.240872,0.378014,0.0,,,,,,,,train
0.08047999999999998,1.356781,-105.300681,59.622879,-123.571327,0.445917,0.245672,0.386558,1.0,,,,,,,,train
0.055675,1.320564,-8.097561,4.01716,-10.164537,0.346435,0.372878,0.443719,0.0,,,,,,,,train
0.168085,1.861402,-143.512239,48.784353,-143.674222,0.30846,0.428561,0.39726,1.0,,,,,,,,train
0.148969,1.766746,-75.28340199999998,44.314645,-94.426889,0.445712,0.353068,0.409375,0.0,,,,,,,,train
0.149978,1.665447,-53.67113,14.258832,-52.709338,0.209904,0.475921,0.381796,1.0,,,,,,,,train
0.141584,1.621702,-138.166815,34.058452,-129.426731,0.216819,0.377992,0.408342,1.0,,,,,,,,train
0.01928,1.222041,-31.961641,17.612532,-34.019187,0.481946,0.273,0.369666,0.0,,,,,,,,train
0.028638,1.008956,-21.776747,9.615168,-27.476554,0.295609,0.458011,0.299494,0.0,,,,,,,,train
0.05537,1.205128,-123.871617,51.965643,-154.064617,0.291962,0.306111,0.352144,1.0,,,,,,,,train
0.130688,1.703371,-46.859208,33.400353,-60.907341,0.533672,0.208298,0.402686,0.0,,,,,,,,train
0.008640999999999998,1.872955,-143.01682,59.339129,-119.235408,0.49043,0.272968,0.295622,0.0,,,,,,,,train
0.105645,1.523439,-100.653783,41.55238,-100.865162,0.384459,0.311798,0.44003,1.0,,,,,,,,train
0.068087,1.648135,-174.583824,90.114999,-151.014219,0.56489,0.219247,0.355424,1.0,,,,,,,,train
0.068015,1.557625,-114.834298,27.065524,-95.726443,0.27659,0.20195,0.418079,0.0,,,,,,,,train
0.177607,1.788061,-16.347406,9.100664,-20.856572,0.377219,0.406077,0.387133,0.0,,,,,,,,train
0.027367,1.736246,-43.756728,17.626349,-37.949811,0.450254,0.256087,0.360766,0.0,,,,,,,,train
0.056608,1.841146,-57.35946,21.879795,-53.245397,0.360639,0.348566,0.445869,1.0,,,,,,,,train
0.108617,1.469236,-32.744141,21.542938,-37.252223,0.550669,0.24819,0.423075,0.0,,,,,,,,train
0.076339,1.558354,-144.824097,43.585132,-136.953708,0.268915,0.340102,0.360672,1.0,,,,,,,,train
0.027055,1.744745,-47.599091,11.419249,-39.37172,0.256427,0.249862,0.406468,0.0,,,,,,,,train
0.011086,1.984715,-50.555386,28.246206,-56.729473,0.476961,0.264798,0.411519,0.0,,,,,,,,train
0.04183,1.665333,-59.132795,15.023388,-50.75078,0.25959,0.402588,0.48035,0.0,,,,,,,,train
0.101345,1.68128,-110.15133,44.261931,-115.84735,0.322979,0.439748,0.341995,1.0,,,,,,,,train
0.038944,1.314648,-104.120655,35.821676,-96.480036,0.348621,0.268276,0.476477,0.0,,,,,,,,train
0.007654,1.360347,-78.939198,29.413489,-76.342009,0.368188,0.269241,0.455169,0.0,,,,,,,,train
0.09325000000000001,1.821571,-112.565642,25.719963,-103.967604,0.207732,0.567058,0.409191,1.0,,,,,,,,train
0.085122,1.221021,-66.557446,47.224456,-80.42046999999998,0.575742,0.222184,0.313012,0.0,,,,,,,,train
0.075548,1.585638,-152.916077,68.099365,-142.992968,0.431359,0.344757,0.450153,1.0,,,,,,,,train
0.033401,1.118101,-45.779814,11.18891,-41.703255,0.237002,0.376959,0.339857,0.0,,,,,,,,train
0.128526,1.426894,-38.499042,17.902473,-34.23285,0.491182,0.290811,0.441101,0.0,,,,,,,,train
0.16702,1.728127,-12.512912,5.351359,-13.585527,0.378081,0.230521,0.417471,0.0,,,,,,,,train
0.072427,1.928225,-37.083986,14.877131,-31.93812,0.423889,0.371852,0.400496,0.0,,,,,,,,train
0.07698099999999998,1.042833,-29.895486,19.497628,-36.417504,0.513564,0.210808,0.307866,0.0,,,,,,,,train
0.088119,1.089969,-104.648641,60.122391,-107.271645,0.532509,0.234489,0.360567,0.0,,,,,,,,train
0.079641,1.215985,-112.179237,51.820903,-130.06933,0.385716,0.233463,0.378601,0.0,,,,,,,,train
0.156524,1.772483,-152.107249,88.30391899999998,-157.485767,0.556291,0.20818,0.520949,0.0,,,,,,,,train
0.018441,1.177181,-40.439047,23.839203,-46.52383,0.500466,0.243803,0.37072,0.0,,,,,,,,train
0.099928,1.543127,-165.226621,41.760516,-147.264763,0.245406,0.401048,0.413974,1.0,,,,,,,,train
0.104684,1.822056,-40.79642,17.727134,-42.5517,0.39337,0.241471,0.483063,0.0,,,,,,,,train
0.044457,1.545474,-40.097326,27.636674,-51.074098,0.517189,0.22873,0.397386,0.0,,,,,,,,train
0.021669,2.019882,-19.964706,4.508722,-16.908953,0.232337,0.549181,0.421457,0.0,,,,,,,,train
0.001932,1.466309,-62.819893,44.296211,-73.18954499999998,0.578934,0.213765,0.384479,0.0,,,,,,,,train
0.030678,1.085262,-27.982797,7.098907,-28.321133,0.242411,0.400169,0.493661,0.0,,,,,,,,train
0.074713,1.352277,-121.041571,70.032251,-149.507948,0.442547,0.231093,0.498148,1.0,,,,,,,,train
0.006552,1.215688,-145.435897,41.831079,-120.233739,0.313528,0.421811,0.380982,1.0,,,,,,,,train
0.091592,1.777372,-89.663621,21.81324,-83.51566599999998,0.223022,0.343536,0.397216,1.0,,,,,,,,train
0.129869,1.37758,-114.366393,79.08731,-142.35655,0.550072,0.20063,0.39075,0.0,,,,,,,,train
0.085287,1.488971,-102.399518,66.494954,-116.765525,0.558078,0.230915,0.367536,0.0,,,,,,,,train
0.000574,1.627627,-72.53176999999998,35.977293,-91.258498,0.362869,0.309351,0.38037,1.0,,,,,,,,train
0.038387,1.563011,-152.633242,52.98034,-152.739564,0.31827,0.356667,0.367724,1.0,,,,,,,,train
0.00519,1.037474,-16.977016,5.173757,-14.918777,0.329189,0.273405,0.355959,0.0,,,,,,,,train
0.142486,1.539365,-96.801375,44.720089,-116.585088,0.340173,0.361873,0.473524,1.0,,,,,,,,train
0.042482,1.998569,-80.52898999999998,27.570502,-88.500622,0.285215,0.200448,0.322902,0.0,,,,,,,,train
0.157246,1.789975,-120.075475,47.77594,-113.849987,0.400728,0.302111,0.392156,0.0,,,,,,,,train
0.141972,1.482789,-126.382635,43.819397,-101.489255,0.392833,0.303856,0.377095,1.0,,,,,,,,train
0.061984,1.150955,-27.182609,14.880463,-23.937781,0.596726,0.201495,0.393909,0.0,,,,,,,,train
0.114803,1.273354,-90.124296,28.429151,-79.7472,0.345391,0.404271,0.433195,0.0,,,,,,,,train
0.063341,1.382956,-120.239318,72.621367,-153.227642,0.443681,0.301407,0.373601,1.0,,,,,,,,train
0.081111,1.158527,-41.456054,15.704672,-35.763921,0.400078,0.34018,0.436849,0.0,,,,,,,,train
0.125296,1.410677,-12.928789,5.988552,-10.412095,0.543043,0.222753,0.37174,0.0,,,,,,,,train
0.097375,1.462641,-87.459457,41.937275,-92.694879,0.42221,0.206881,0.485918,0.0,,,,,,,,train
0.003245,1.078284,-69.086485,41.102151,-78.46353399999998,0.505952,0.261196,0.443981,0.0,,,,,,,,train
0.047047,1.6558,-49.603004,32.42219,-61.475404,0.493633,0.226467,0.418562,0.0,,,,,,,,train
0.020366,1.054358,-27.851288,10.586148,-35.545744,0.259389,0.395621,0.444794,0.0,,,,,,,,train
0.000636,2.08524,-23.148838,12.396087,-27.793657,0.437724,0.234739,0.419724,0.0,,,,,,,,train
0.056214,1.38288,-57.235634,36.675734,-61.734131,0.564317,0.202651,0.423601,0.0,,,,,,,,train
0.141457,1.694893,-93.109528,33.373649,-93.399857,0.303606,0.460048,0.433251,1.0,,,,,,,,train
0.05724,1.042274,-45.46274,9.745731,-42.881336,0.207427,0.49592,0.422774,0.0,,,,,,,,train
0.059109,1.684425,-55.772393,24.206655,-52.683717,0.41655,0.327824,0.355895,0.0,,,,,,,,train
0.057939,1.896825,-143.252406,38.056046,-149.717814,0.200579,0.556108,0.359349,1.0,,,,,,,,train
0.09648,1.182594,-67.168431,20.216118,-63.844267,0.29241,0.280011,0.330577,0.0,,,,,,,,train
0.093572,1.008994,-103.687644,28.150002,-92.213379,0.298209,0.201981,0.383931,0.0,,,,,,,,train
0.101013,1.263536,-24.801611,7.327426,-22.17679,0.313814,0.409045,0.387707,0.0,,,,,,,,train
0.161371,1.771076,-65.361518,37.880785,-60.449796,0.598122,0.201808,0.450527,0.0,,,,,,,,train
0.043671,1.17645,-38.99371,18.940349,-32.693086,0.545989,0.236955,0.450496,0.0,,,,,,,,train
0.005936,1.31622,-63.422076,20.283734,-73.74086599999998,0.258963,0.523615,0.454718,0.0,,,,,,,,train
0.001322,1.681369,-8.873087,3.300918,-10.733734,0.267231,0.464185,0.385581,0.0,,,,,,,,train
0.06943,1.156467,-61.081885,17.287923,-59.138615,0.247713,0.462367,0.407927,1.0,,,,,,,,train
0.037453,1.198775,-123.302581,49.383486,-156.2464,0.283961,0.4592,0.400357,1.0,,,,,,,,train
0.08363099999999998,1.231835,-112.607622,40.435264,-92.503542,0.40417,0.258772,0.392511,1.0,,,,,,,,train
0.018345,1.123546,-101.349519,36.486704,-81.590264,0.412274,0.350753,0.379654,1.0,,,,,,,,train
0.07570799999999998,1.335904,-80.121412,31.917029,-94.264199,0.32833,0.300939,0.36972,0.0,,,,,,,,train
0.111105,1.592472,-49.230721,18.186942,-41.088503,0.423045,0.236521,0.511445,0.0,,,,,,,,train
0.096557,1.069124,-105.641149,48.274868,-105.79658,0.434373,0.275575,0.378303,0.0,,,,,,,,train
0.050981,1.855213,-84.10301699999998,28.865936,-70.27264,0.37767,0.38097,0.458041,1.0,,,,,,,,train
0.008888999999999998,1.411395,-94.947829,32.779894,-78.173409,0.372041,0.395944,0.391706,1.0,,,,,,,,train
0.067106,1.384877,-37.498285,20.096125,-34.523791,0.564703,0.217266,0.381561,0.0,,,,,,,,train
0.098193,1.603512,-139.141817,72.172987,-128.995376,0.520278,0.262445,0.383635,1.0,,,,,,,,train
0.111074,1.876132,-154.810351,59.149701,-127.498963,0.414297,0.337524,0.403433,1.0,,,,,,,,train
0.060908,1.687156,-172.683842,40.941837,-143.834684,0.240429,0.388813,0.459926,1.0,,,,,,,,train
0.07796799999999998,1.474682,-137.141699,61.626677,-140.387466,0.405202,0.248119,0.35995,1.0,,,,,,,,train
0.124165,1.977252,-147.962721,39.19484,-128.832961,0.250101,0.534882,0.406605,1.0,,,,,,,,train
0.012998,1.085605,-84.007857,33.414416,-92.992146,0.32078,0.316172,0.393021,1.0,,,,,,,,train
0.07805099999999998,1.620708,-87.144672,38.698941,-99.801993,0.363644,0.37338,0.52286,1.0,,,,,,,,train
0.091953,1.095651,-41.541575,11.250469,-37.141898,0.248,0.546281,0.40765,0.0,,,,,,,,train
0.039349,1.432706,-114.564598,29.466169,-94.112287,0.29397,0.391626,0.415612,0.0,,,,,,,,train
0.044729,1.049694,-41.761704,19.452384,-42.30337,0.444186,0.274591,0.456907,0.0,,,,,,,,train
0.048404,1.197691,-69.081582,44.370846,-88.312955,0.491651,0.252733,0.457847,0.0,,,,,,,,train
0.019529,1.097883,-142.768281,56.251285,-129.749754,0.413003,0.212983,0.424888,1.0,,,,,,,,train
0.00461,2.013715,-30.246024,13.330665,-30.525024,0.411927,0.354995,0.409311,0.0,,,,,,,,train
0.167856,1.834443,-61.719461,35.471873,-64.072523,0.544252,0.217764,0.365961,0.0,,,,,,,,train
0.107739,1.972758,-51.091615,21.795908,-47.296208,0.445727,0.235047,0.367252,0.0,,,,,,,,train
0.085277,1.189115,-77.84140999999998,37.336689,-81.317232,0.450502,0.227159,0.418743,0.0,,,,,,,,train
0.023866,1.258262,-161.698691,55.49467,-139.660078,0.343402,0.399895,0.34717,1.0,,,,,,,,train
0.075827,1.174755,-63.605832,22.046506,-60.519565,0.343566,0.240161,0.439321,0.0,,,,,,,,train
0.058371,1.374925,-13.676642,4.956668,-12.727759,0.367104,0.30552,0.398979,0.0,,,,,,,,train
0.142554,1.772657,-122.992612,53.138193,-120.16814,0.422247,0.3087,0.388315,0.0,,,,,,,,train
0.025517,1.699919,-23.752603,6.987731,-27.436739,0.229991,0.292042,0.495873,0.0,,,,,,,,train
0.04594,1.634815,-111.746543,70.793732,-140.92242,0.456766,0.337231,0.402571,1.0,,,,,,,,train
0.017189,1.889041,-74.675396,20.922434,-66.782088,0.272759,0.356306,0.41721,1.0,,,,,,,,train
0.056877,1.050028,-140.687619,61.965105,-150.705328,0.360566,0.400818,0.375531,1.0,,,,,,,,train
0.058483,1.512685,-150.270722,80.462608,-146.695769,0.526453,0.200846,0.421261,1.0,,,,,,,,train
0.050282,1.231359,-23.170176,8.568113999999998,-19.427309,0.424679,0.337552,0.376164,0.0,,,,,,,,train
0.127507,1.529908,-13.537095,5.354761,-17.297668,0.302194,0.312183,0.473429,0.0,,,,,,,,train
0.010113,1.598404,-156.876779,54.985143,-138.983462,0.377321,0.253971,0.419714,1.0,,,,,,,,train
0.123582,1.411052,-21.224403,9.181846,-26.11313,0.34227,0.274414,0.451527,0.0,,,,,,,,train
0.081233,1.866272,-115.765744,31.177455,-130.912749,0.231592,0.303864,0.474055,0.0,,,,,,,,train
0.090423,1.324403,-84.82038099999998,32.176818,-91.253271,0.328377,0.271645,0.444173,0.0,,,,,,,,train
0.127339,1.75476,-118.792887,37.885361,-136.065201,0.246428,0.404417,0.300406,1.0,,,,,,,,train
0.086152,1.416682,-104.310062,24.58789,-87.41906299999998,0.251056,0.518987,0.438574,1.0,,,,,,,,train
0.060295,1.390148,-143.62664,60.731622,-138.831845,0.381209,0.407717,0.404886,1.0,,,,,,,,train
0.108856,1.295305,-49.061804,20.853215,-57.879049,0.330613,0.292312,0.407082,0.0,,,,,,,,train
0.107606,1.763961,-112.789139,70.887426,-125.908958,0.551244,0.228703,0.358584,0.0,,,,,,,,train
0.02021,1.290142,-121.926052,36.177389,-132.036551,0.25428,0.252643,0.35441,1.0,,,,,,,,train
0.037233,1.011935,-102.137714,37.251181,-127.687458,0.275969,0.294778,0.396702,0.0,,,,,,,,train
0.010448,1.903596,-150.868272,53.440529,-156.741505,0.291214,0.497059,0.350675,1.0,,,,,,,,train
0.138662,1.642559,-48.385198,21.761187,-42.994462,0.481846,0.300967,0.400622,0.0,,,,,,,,train
0.030759,1.208437,-107.900274,50.939641,-112.73611,0.425745,0.30355,0.397374,1.0,,,,,,,,train
0.048127,1.499905,-34.037331,19.230309,-32.678044,0.566791,0.224921,0.431511,0.0,,,,,,,,train
0.118135,1.742759,-46.10508,15.586762,-43.415426,0.341002,0.246127,0.372289,0.0,,,,,,,,train
0.12755,1.370654,-111.90481,44.511111,-134.96447,0.280743,0.427986,0.329981,1.0,,,,,,,,train
0.037876,1.635363,-101.173973,33.274752,-105.460603,0.302628,0.306431,0.39245,0.0,,,,,,,,train
0.018719,1.092174,-57.215606,14.932969,-46.715663,0.296697,0.204893,0.314838,0.0,,,,,,,,train
0.126796,1.358107,-118.20513,49.495646,-121.77273,0.376074,0.415898,0.389376,1.0,,,,,,,,train
0.065478,1.461065,-58.330427,38.681406,-68.770199,0.551568,0.246689,0.388509,0.0,,,,,,,,train
0.062243,1.003824,-45.271456,29.429759,-55.288798,0.524428,0.237173,0.483661,0.0,,,,,,,,train
0.09204300000000001,1.207646,-45.155831,20.372942,-36.504689,0.527459,0.223758,0.398642,0.0,,,,,,,,train
0.127249,1.428424,-63.893184,35.547511,-72.358305,0.467833,0.248439,0.583352,0.0,,,,,,,,train
0.011798,1.109601,-43.147597,27.683891,-45.828326,0.592446,0.204332,0.407666,0.0,,,,,,,,train
0.079934,1.322035,-93.15697,69.331426,-122.302842,0.532235,0.234202,0.435923,1.0,,,,,,,,train
0.027788,1.086204,-12.819836,4.481732,-14.150663,0.255225,0.440042,0.357585,0.0,,,,,,,,train
0.053551,1.278219,-77.26887,16.951443,-66.197219,0.232469,0.247222,0.376087,0.0,,,,,,,,train
0.029468,1.314763,-75.573113,20.660084,-66.10122,0.233807,0.54217,0.430199,1.0,,,,,,,,train
0.07640099999999998,1.000652,-143.765127,64.388614,-129.331417,0.481059,0.216406,0.371599,0.0,,,,,,,,train
0.112226,1.550235,-172.860881,54.577,-142.952903,0.364722,0.346394,0.446287,1.0,,,,,,,,train
0.050429,1.392327,-23.027631,11.870764,-28.250256,0.3613,0.432443,0.377743,0.0,,,,,,,,train
0.115361,1.778324,-96.30827300000001,40.670253,-77.632478,0.498863,0.2317,0.522149,0.0,,,,,,,,train
0.041178,1.447535,-156.635632,50.61098,-159.851254,0.307875,0.302594,0.37401,0.0,,,,,,,,train
0.106812,1.835411,-72.079409,34.033054,-72.733704,0.438013,0.3547,0.366539,0.0,,,,,,,,train
0.06709,1.724486,-86.959929,48.714101,-98.396939,0.476224,0.315885,0.51497,0.0,,,,,,,,train
0.091104,1.872773,-27.09827,21.168169,-35.322847,0.590992,0.205306,0.382947,0.0,,,,,,,,train
0.120487,1.867393,-14.175599,6.384316,-15.782677,0.368666,0.272326,0.411112,0.0,,,,,,,,train
0.037512,1.177991,-65.807053,30.971682,-75.68276899999998,0.37934,0.217603,0.432395,0.0,,,,,,,,train
0.059628,1.031119,-39.445686,24.287089,-49.499825,0.471669,0.326945,0.38751,0.0,,,,,,,,train
0.162205,1.852785,-124.958079,58.743869,-159.901746,0.335494,0.286176,0.38194,1.0,,,,,,,,train
0.113258,1.960009,-41.135875,18.773862,-42.379261,0.410465,0.359851,0.38136,0.0,,,,,,,,train
0.041969,1.168936,-124.47129,71.483358,-157.587396,0.425157,0.252397,0.394836,1.0,,,,,,,,train
0.087328,1.369025,-112.463285,38.306315,-116.971869,0.264271,0.47485,0.386473,1.0,,,,,,,,train
0.142527,1.449338,-28.689349,8.595109,-31.379274,0.269393,0.205415,0.517185,0.0,,,,,,,,train
0.072852,1.560677,-74.899365,34.601784,-73.58856199999998,0.444518,0.242283,0.377681,0.0,,,,,,,,train
0.08837399999999998,1.105215,-108.616086,27.513537,-109.6645,0.23966,0.380999,0.379608,0.0,,,,,,,,train
0.09598,1.681115,-74.24283099999998,26.153536,-77.00893999999998,0.330046,0.352495,0.383744,0.0,,,,,,,,train
0.005965,1.816014,-150.111064,43.923755,-138.974062,0.287354,0.468326,0.42685,1.0,,,,,,,,train
0.0213,1.442597,-41.470208,19.030026,-34.343729,0.523808,0.264958,0.482174,0.0,,,,,,,,train
0.035293,1.644708,-44.510514,16.987576,-37.674811,0.443405,0.201643,0.446762,0.0,,,,,,,,train
0.101942,1.167653,-60.389307,39.082672,-70.497384,0.540865,0.252581,0.448681,0.0,,,,,,,,train
0.04959,1.290364,-151.828063,67.584054,-135.217541,0.485507,0.225153,0.439391,0.0,,,,,,,,train
0.063573,1.203339,-71.185079,44.387604,-79.251092,0.527438,0.227392,0.345705,0.0,,,,,,,,train
0.077138,1.782909,-50.756007,17.422312,-57.724948,0.267201,0.244832,0.475593,0.0,,,,,,,,train
0.097537,1.014473,-118.099673,46.88823,-108.136364,0.399746,0.306453,0.375061,1.0,,,,,,,,train
0.003882,1.684412,-151.243105,74.203856,-121.450149,0.582431,0.200941,0.318349,1.0,,,,,,,,train
0.069941,1.172037,-81.34635799999998,20.249633,-87.958054,0.20922,0.510159,0.409638,1.0,,,,,,,,train
0.116574,1.193304,-133.366075,67.719719,-111.946053,0.589545,0.205717,0.471812,0.0,,,,,,,,train
0.039001,1.480045,-177.487366,76.560592,-151.343668,0.482214,0.284434,0.392289,1.0,,,,,,,,train
0.093462,1.538466,-50.463371,11.436708,-42.314949,0.254847,0.350604,0.416952,0.0,,,,,,,,train
0.130534,1.51681,-70.388194,33.160369,-93.6077,0.338774,0.24955,0.307612,0.0,,,,,,,,train
0.085506,1.932522,-62.456646,20.633659,-80.45438199999998,0.23896,0.429828,0.47023,0.0,,,,,,,,train
0.029808,1.280235,-27.416183,8.507104,-25.214721,0.313573,0.285287,0.333997,0.0,,,,,,,,train
0.039866,1.419546,-17.154765,9.53255,-20.155153,0.45217,0.328245,0.445662,0.0,,,,,,,,train
0.08021499999999998,1.342788,-150.067666,41.905873,-127.001239,0.312332,0.229028,0.387305,0.0,,,,,,,,train
0.135926,1.968319,-23.91682,7.782962,-21.576291,0.335305,0.241074,0.304679,0.0,,,,,,,,train
0.066521,1.105275,-77.93799799999998,34.920402,-70.675948,0.481489,0.301402,0.39837,0.0,,,,,,,,train
0.029442,1.09345,-52.039001,20.440915,-64.617304,0.266218,0.478341,0.367503,1.0,,,,,,,,train
0.009179,1.322618,-84.84797899999998,47.642985,-85.073779,0.550774,0.244955,0.342428,0.0,,,,,,,,train
0.04532,1.463803,-49.494761,21.272439,-58.371565,0.343871,0.421266,0.38311,0.0,,,,,,,,train
0.087942,1.672005,-126.205618,63.271894,-107.734087,0.57539,0.21836,0.449777,0.0,,,,,,,,train
0.060303,1.396803,-73.642454,47.745309,-98.041308,0.473173,0.282072,0.278262,0.0,,,,,,,,train
0.097947,1.291964,-183.320116,70.511009,-155.636564,0.44338,0.331948,0.388905,0.0,,,,,,,,train
0.019674,1.914182,-14.233471,2.810134,-11.469162,0.222668,0.255069,0.42298,0.0,,,,,,,,train
0.1358,1.753295,-153.956338,34.678269,-156.952799,0.208219,0.50347,0.433096,1.0,,,,,,,,train
0.062505,1.090967,-102.229464,32.267784,-99.479481,0.265194,0.498393,0.341424,1.0,,,,,,,,train
0.0243,1.236393,-134.85638,56.807206,-158.653989,0.330541,0.292942,0.37993,1.0,,,,,,,,train
0.047672,1.104242,-144.863264,63.163228,-133.906916,0.432613,0.351605,0.432064,1.0,,,,,,,,train
0.088552,1.720037,-88.66744199999998,25.908415,-74.91414399999998,0.340879,0.201092,0.361988,0.0,,,,,,,,train
0.06924,1.363796,-47.784952,17.443011,-46.690532,0.359119,0.221347,0.397941,0.0,,,,,,,,train
0.023201,1.200352,-102.197957,41.262766,-121.651353,0.307939,0.452647,0.447923,1.0,,,,,,,,train
0.024261,1.007117,-78.618778,38.882444,-84.147433,0.414675,0.381865,0.414703,1.0,,,,,,,,train
0.050431,1.838124,-67.768831,28.335778,-76.18807599999998,0.343118,0.216116,0.387849,0.0,,,,,,,,train
0.019634,1.015082,-50.170358,19.127047,-60.46559,0.285097,0.295506,0.389133,0.0,,,,,,,,train
0.010761,1.925318,-75.13248799999998,25.744894,-83.071781,0.286049,0.484837,0.403074,1.0,,,,,,,,train
0.17973,1.80895,-20.008047,7.117775,-25.264955,0.262979,0.306819,0.379321,0.0,,,,,,,,train
0.029753,1.449295,-90.001503,22.662405,-81.707054,0.236757,0.42875,0.343813,1.0,,,,,,,,train
0.000985,1.667596,-88.299842,46.606225,-81.02849,0.548108,0.201049,0.458946,0.0,,,,,,,,train
0.089091,1.376922,-87.128994,41.430052,-91.00772,0.427576,0.2547,0.393389,0.0,,,,,,,,train
0.068459,1.903267,-25.687539,15.326475,-28.097288,0.538463,0.201028,0.357226,0.0,,,,,,,,train
0.01557,1.21036,-168.848613,38.631317,-149.310963,0.22073,0.573047,0.507744,1.0,,,,,,,,train
0.147466,1.763501,-26.146178,7.011854,-25.833838,0.264193,0.238418,0.358807,0.0,,,,,,,,train
0.022046,1.320133,-31.99133,16.918906,-40.818479,0.366276,0.418354,0.299409,0.0,,,,,,,,train
0.003348,1.901684,-29.847759,12.366448,-29.682745,0.364243,0.392094,0.343439,0.0,,,,,,,,train
0.145694,1.480447,-120.698979,31.890096,-102.398294,0.239736,0.483465,0.419349,1.0,,,,,,,,train
0.121659,1.276071,-61.464534,17.803895,-62.216455,0.237027,0.370818,0.482101,1.0,,,,,,,,train
0.064054,1.312602,-25.56335,14.93355,-32.719717,0.450628,0.237093,0.427947,0.0,,,,,,,,train
0.126171,1.296749,-92.13596,43.269659,-97.238049,0.432866,0.236009,0.370156,0.0,,,,,,,,train
0.084619,1.051021,-62.259657,35.484494,-66.54611,0.527565,0.209716,0.434206,0.0,,,,,,,,train
0.107508,1.697275,-48.374014,17.977392,-44.681281,0.380341,0.324511,0.373119,0.0,,,,,,,,train
0.000957,1.081216,-67.955874,14.808278,-59.84496,0.239304,0.273344,0.452463,0.0,,,,,,,,train
0.102634,1.756921,-93.570902,62.223267,-110.745853,0.529536,0.23675,0.411247,0.0,,,,,,,,train
0.062524,1.160429,-164.83118,51.835498,-138.06944,0.331057,0.340093,0.374177,1.0,,,,,,,,train
0.09785700000000001,1.331763,-118.361352,52.981411,-134.771217,0.361181,0.31496,0.409354,1.0,,,,,,,,train
0.061052,1.531008,-53.576041,14.821543,-47.808879,0.272383,0.524037,0.331209,0.0,,,,,,,,train
0.04386,1.65987,-115.69908,56.968594,-119.071807,0.451445,0.218147,0.395149,1.0,,,,,,,,train
0.108753,1.415922,-89.57915199999998,36.386058,-75.323797,0.460934,0.263843,0.355562,0.0,,,,,,,,train
0.011325,1.879285,-142.471387,86.000054,-154.114541,0.522392,0.268822,0.428104,1.0,,,,,,,,train
0.08838999999999998,1.990065,-48.616187,20.695521,-48.664302,0.391011,0.406324,0.439207,0.0,,,,,,,,train
0.1293,1.863932,-50.420925,13.237775,-48.851794,0.251539,0.375314,0.270011,0.0,,,,,,,,train
0.022462,1.055841,-149.390432,77.171705,-131.692598,0.580951,0.200239,0.340426,0.0,,,,,,,,train
0.112046,1.425477,-52.441963,23.378332,-50.43334,0.421423,0.301216,0.286449,0.0,,,,,,,,train
0.165479,1.928077,-35.805572,23.716031,-46.152749,0.508217,0.224185,0.373675,0.0,,,,,,,,train
0.008738,1.789507,-60.923111,15.704692,-51.255022,0.290712,0.349336,0.384641,0.0,,,,,,,,train
0.024752,1.333345,-102.731377,52.511015,-87.318785,0.572526,0.214853,0.335598,1.0,,,,,,,,train
0.115932,1.513216,-138.045872,46.66492,-118.352977,0.362129,0.282374,0.346134,1.0,,,,,,,,train
0.08450499999999998,1.229366,-116.566674,29.367594,-116.581972,0.236622,0.379288,0.339692,0.0,,,,,,,,train
0.07313699999999998,1.122101,-91.49488,28.648582,-79.033741,0.349123,0.300602,0.396601,0.0,,,,,,,,train
0.156402,1.919679,-73.848652,36.512383,-83.19836599999998,0.411359,0.296751,0.339235,0.0,,,,,,,,train
0.142406,1.527145,-30.56603,11.94077,-30.157215,0.387367,0.334067,0.416886,0.0,,,,,,,,train
0.068013,1.475359,-19.694267,9.896841,-18.528028,0.501398,0.242802,0.46469,0.0,,,,,,,,train
0.125251,1.902255,-113.245246,61.796127,-114.950484,0.523494,0.273682,0.395452,0.0,,,,,,,,train
