,height,width,sxx,sxy,syy,sdrop,mud,dc,label
285,0.024612,1.294441,-170.866819,63.349871,-140.028341,0.447005,0.221566,0.437204,0.0
286,0.035926,1.289236,-88.495067,62.787611,-107.25747,0.563808,0.205448,0.475936,0.0
287,0.028786,1.316563,-41.738043,20.096541,-40.61632,0.469583,0.248012,0.349723,1.0
288,0.166277,1.755466,-23.240892,9.096291,-21.719651,0.383535,0.388496,0.400928,0.0
289,0.017474,1.199955,-122.000581,47.278733,-106.80308900000001,0.423664,0.347448,0.3977,0.0
290,0.015589,1.907875,-120.343811,52.682923,-107.995518,0.480797,0.251795,0.338881,1.0
291,0.071367,1.631065,-147.522049,43.098304,-157.645126,0.241028,0.493653,0.428734,0.0
292,0.008057,1.573668,-183.296604,35.435711,-149.836182,0.223314,0.252297,0.4708,1.0
293,0.108199,1.778465,-113.04249600000001,44.885995,-132.310175,0.321241,0.417793,0.302583,0.0
294,0.146434,1.847829,-103.715976,40.352142,-86.61340699999998,0.4387,0.267155,0.402131,0.0
295,0.076878,1.342393,-84.220321,34.671225,-73.020538,0.467966,0.238035,0.425641,0.0
296,0.07981299999999998,1.375967,-112.56517400000001,39.106172,-104.772812,0.338889,0.246405,0.418037,0.0
297,0.003565,1.540496,-13.096862,5.046297,-10.970378,0.451194,0.250845,0.371685,0.0
298,0.048546,1.246979,-91.523152,61.700622,-110.492178,0.531472,0.208428,0.486607,1.0
299,0.026448,1.029692,-44.469671,26.47504,-49.778061,0.490377,0.279218,0.423616,0.0
300,0.131341,1.97992,-148.506622,38.877625,-132.982932,0.261645,0.403607,0.337865,1.0
301,0.06152,1.186061,-28.574707,19.391358,-31.094065,0.597187,0.201003,0.412534,0.0
302,0.116136,1.556132,-50.790052,25.752088,-44.352102,0.5745,0.203142,0.347437,1.0
303,0.014411,1.945395,-28.427307,7.846847999999999,-28.902472,0.232435,0.299104,0.369192,1.0
304,0.12379,1.602674,-118.944337,31.967907,-97.30913,0.282535,0.375615,0.479186,0.0
305,0.090615,1.013615,-27.664597,14.885269,-30.603068,0.472055,0.234342,0.432814,0.0
306,0.013377,1.313748,-62.432567,17.025223,-63.872912,0.230558,0.377542,0.479374,1.0
307,0.032429,1.060184,-43.737251,17.461945,-46.682246,0.336482,0.295486,0.426639,1.0
308,0.001856,1.226589,-86.0707,29.975599,-82.39692999999998,0.342226,0.244253,0.407942,0.0
309,0.018719,1.021092,-81.08700299999998,39.390073,-71.162043,0.522104,0.243557,0.445269,1.0
310,0.108924,1.175363,-88.51714099999998,33.054276,-74.20614,0.425844,0.334666,0.381776,1.0
311,0.024865,1.886643,-159.686389,84.912819,-154.482716,0.536617,0.235761,0.497956,0.0
312,0.094516,1.783195,-60.104016,21.601694,-79.017457,0.249834,0.512327,0.398802,0.0
313,0.028132,1.051095,-11.314529,7.040563,-12.601199,0.543395,0.229902,0.430555,0.0
314,0.077309,1.486585,-60.927984,19.587589,-61.367944,0.272593,0.517304,0.289115,0.0
315,0.179823,1.90611,-58.657039,17.091754,-61.826159,0.2377,0.486741,0.445686,0.0
316,0.080524,1.681963,-50.534665,22.699277,-56.263576,0.397182,0.268811,0.371774,1.0
317,0.015801,1.260628,-123.936661,52.075349,-151.186117,0.325022,0.245531,0.364636,0.0
318,0.136854,1.616046,-148.855932,63.435365,-150.910427,0.388877,0.289468,0.3353,0.0
319,0.099292,1.522731,-105.569501,64.046618,-130.338597,0.476549,0.2184,0.421239,0.0
320,0.128834,1.93481,-131.936879,29.780681,-107.801235,0.238837,0.466555,0.410863,0.0
321,0.036579,1.83894,-25.975536,9.871695,-21.833308,0.422469,0.2156,0.386505,1.0
322,0.001907,1.127222,-151.949781,43.991293,-130.985611,0.307025,0.384774,0.474957,0.0
323,0.047256,1.487231,-7.933036,4.545374,-10.450657,0.395652,0.311253,0.361838,0.0
324,0.074051,1.262375,-47.874056,17.465202999999995,-62.608706,0.242244,0.512201,0.518974,1.0
325,0.044474,1.98104,-164.572999,59.124816,-148.856489,0.368212,0.315837,0.39977,0.0
326,0.040313,1.008539,-93.250157,35.986524,-97.072633,0.341744,0.41347,0.316118,1.0
327,0.08852699999999998,1.9828,-33.551343,20.325122,-40.908068,0.478809,0.235945,0.490876,0.0
328,0.14130100000000004,1.48912,-45.311104,15.526552,-45.148337,0.333301,0.351034,0.432176,1.0
329,0.064777,1.007642,-49.788529,18.095294,-65.423441,0.268015,0.288211,0.414783,1.0
330,0.088068,1.422478,-23.565398,11.782987,-26.780134,0.428747,0.247809,0.48042,0.0
331,0.152137,1.617527,-162.885632,48.351709,-147.206921,0.284696,0.335898,0.379502,1.0
332,0.071174,1.568741,-102.088632,34.11931,-86.92814699999998,0.387426,0.244414,0.35348,0.0
333,0.007551,1.1327680000000002,-14.273013,8.091791,-17.961722,0.399042,0.345069,0.422541,0.0
334,0.096675,1.773156,-92.248319,24.427599,-86.440452,0.221495,0.50311,0.389515,0.0
335,0.1399,1.503974,-91.283859,21.886522,-79.47072199999998,0.228065,0.546228,0.353162,0.0
336,0.032472,1.559614,-139.572966,42.047798,-143.15727,0.272925,0.35794,0.355169,1.0
337,0.016385,1.112003,-141.260827,54.31262,-146.66496,0.360113,0.331597,0.41133,1.0
338,0.038943,1.251484,-87.82084,42.138013,-89.182383,0.452776,0.282091,0.343865,0.0
339,0.050617,1.205854,-27.390015,9.179854,-29.281895,0.300857,0.285907,0.363182,1.0
340,0.126003,1.877447,-65.199032,31.702335,-76.723515,0.403492,0.333771,0.440813,1.0
341,0.015994,1.896822,-39.290777,24.202356,-41.7165,0.559707,0.219417,0.503568,0.0
342,0.011137,1.552855,-93.280732,26.870117,-112.909046,0.208635,0.222542,0.445018,0.0
343,0.089828,1.117839,-78.121272,32.786155,-74.264404,0.412555,0.231466,0.384179,0.0
344,0.117397,1.321772,-116.490795,33.862182,-106.77052200000001,0.268239,0.411946,0.455557,1.0
345,0.129506,1.313355,-138.112527,50.041822,-144.649832,0.330901,0.204319,0.401266,0.0
346,0.004914,1.2790530000000002,-83.476246,35.9474,-107.83708600000001,0.325935,0.201118,0.414643,0.0
347,0.058259,1.005659,-20.149056,11.93918,-25.968951,0.442548,0.342627,0.416107,0.0
348,0.143794,1.694511,-155.021571,64.956465,-124.329093,0.496837,0.235031,0.48419,1.0
349,0.00355,1.647509,-36.545303,13.316112,-43.367355,0.250531,0.381147,0.286955,0.0
350,0.105579,1.739452,-34.490417,12.069441,-32.054862,0.368713,0.320215,0.393832,0.0
351,0.078185,1.835033,-112.145042,48.376463,-133.527719,0.301071,0.432796,0.427046,1.0
352,0.03797,1.463072,-42.008237,11.400739,-39.374598,0.278171,0.226428,0.393612,1.0
353,0.014,1.348177,-100.000331,67.446618,-114.61947300000001,0.573581,0.220005,0.418682,0.0
354,0.025213,1.399091,-90.990211,38.808387,-115.593124,0.283258,0.437256,0.473775,0.0
355,0.003403,1.406759,-53.512915,29.385311,-55.507044,0.51955,0.220424,0.401304,0.0
356,0.05045,1.317759,-121.559986,60.807186,-142.554127,0.406821,0.291852,0.296189,0.0
357,0.081234,1.992745,-88.348444,29.05804,-93.250487,0.285738,0.335922,0.351518,0.0
358,0.03515,1.562696,-146.349037,58.470673,-120.40966100000003,0.439187,0.350853,0.458413,0.0
359,0.04063,1.850037,-60.418278,32.310877,-58.327038,0.544509,0.201371,0.396854,0.0
360,0.101627,1.970907,-143.205257,65.893173,-147.034715,0.440888,0.303334,0.458721,0.0
361,0.056808,1.820799,-75.520786,47.669109,-93.267743,0.49202,0.281492,0.432584,0.0
362,0.047568,1.525208,-118.27447900000003,50.973025,-122.824072,0.408867,0.304519,0.417786,0.0
363,0.099045,1.029366,-78.953849,34.021971,-76.64453799999998,0.410367,0.366777,0.378066,0.0
364,0.043428,1.067938,-77.87220399999998,22.168742,-94.059779,0.216772,0.394837,0.391363,1.0
365,0.071321,1.416705,-51.408727,13.470722,-53.073945,0.242606,0.404182,0.46856,0.0
366,0.074496,1.4119290000000002,-22.878701,9.35305,-28.043166,0.311681,0.336248,0.395147,1.0
367,0.078182,1.468367,-28.948463,12.974632,-25.25133,0.485187,0.219617,0.460579,1.0
368,0.043568,1.306759,-186.188556,42.093971,-153.788994,0.224845,0.498154,0.378958,0.0
369,0.04415,1.725389,-146.464966,49.810161,-136.38718,0.346563,0.32462,0.448018,0.0
370,0.08679,1.009735,-9.174306,2.927135,-10.446466,0.262348,0.242631,0.454327,0.0
371,0.023566,1.442462,-53.966826,18.220618,-48.92109,0.341947,0.409586,0.395605,1.0
372,0.16662,1.902096,-138.207288,55.420039,-113.028305,0.466093,0.226873,0.343275,0.0
373,0.003749,1.889111,-165.632929,93.031487,-153.480191,0.592562,0.207099,0.387761,0.0
374,0.13699,1.648203,-31.590654,15.218585,-39.752971,0.364019,0.217662,0.297808,0.0
375,0.025152,1.174894,-111.536761,65.401321,-138.026491,0.465107,0.25154,0.375782,1.0
376,0.083767,1.245631,-87.6148,64.692265,-110.052494,0.554896,0.232558,0.350893,0.0
377,0.001786,1.473412,-31.603257,15.437848,-39.778971,0.369076,0.333198,0.311143,0.0
378,0.020614,1.825128,-130.053321,52.962413,-154.037077,0.320249,0.281403,0.469247,0.0
379,0.13365800000000003,1.934833,-110.096264,32.334484,-97.747734,0.323596,0.2908,0.392028,1.0
380,0.103934,1.942606,-130.065003,81.01004799999998,-138.978181,0.564337,0.233913,0.501611,0.0
381,0.037268,1.581079,-60.115659,36.422172,-77.324919,0.457224,0.303215,0.35987,1.0
382,0.107158,1.636687,-20.753815,7.825723,-18.99161,0.404874,0.28576,0.424661,0.0
383,0.070129,1.172803,-139.356442,64.69402700000002,-129.950427,0.470276,0.322195,0.447859,0.0
384,0.09887000000000003,1.823069,-141.55181700000003,77.09613799999998,-127.28472,0.589659,0.209841,0.459095,0.0
385,0.050932,1.678582,-99.504788,38.215188,-85.45685899999998,0.436539,0.230292,0.403457,0.0
386,0.161941,1.700232,-67.973161,33.888356,-69.723648,0.46658,0.279482,0.39951,1.0
387,0.050436,1.720635,-64.001992,39.728655,-72.360717,0.541893,0.206892,0.382332,0.0
388,0.015198,1.082456,-71.330251,20.261415,-75.607949,0.22391,0.404193,0.417296,0.0
389,0.093757,1.102521,-89.994775,56.723889,-116.82625,0.451508,0.252661,0.259145,1.0
390,0.011979,1.090246,-156.509439,68.008051,-156.369899,0.415633,0.225348,0.394765,0.0
391,0.009422,1.129062,-157.056445,61.696255,-148.361253,0.401333,0.253681,0.371033,0.0
392,0.097434,1.169831,-164.508257,38.816281,-133.220868,0.278915,0.273144,0.319926,1.0
393,0.063853,1.316158,-88.989856,28.028003,-93.620164,0.290305,0.368196,0.420852,1.0
394,0.100835,1.98274,-128.538004,47.745583,-157.745988,0.287584,0.353815,0.485908,0.0
395,0.054494,1.499559,-120.144514,50.194474,-142.473541,0.318698,0.476825,0.391182,1.0
396,0.018782,1.102083,-56.844352,26.586723,-55.908803,0.443218,0.236464,0.417439,0.0
397,0.008361999999999998,1.524402,-40.588153,20.514148,-42.275525,0.469851,0.232582,0.32019,1.0
398,0.075023,1.730579,-120.616511,46.780822,-127.351021,0.327362,0.457655,0.351591,0.0
399,0.015067,1.560932,-19.810625,5.285447,-18.611884,0.266044,0.526271,0.430474,1.0
400,0.008781,1.165703,-121.196285,51.242341,-110.156981,0.432975,0.301991,0.389343,1.0
401,0.017479,1.577867,-104.031722,38.895967,-114.612176,0.281517,0.501496,0.417631,1.0
402,0.003621,1.41024,-103.727191,56.300825,-95.121861,0.561513,0.212234,0.323977,0.0
403,0.043832,1.591139,-72.11989699999998,22.91384,-76.238977,0.26969,0.438025,0.362655,0.0
404,0.038296,1.673061,-103.404803,25.350794,-97.286142,0.230989,0.259592,0.391531,0.0
405,0.011512,1.898878,-47.661295,36.722311,-62.709015,0.565098,0.226159,0.387013,0.0
406,0.094025,1.343441,-36.051728,17.61945,-35.773158,0.476828,0.251954,0.338106,1.0
407,0.099227,1.111631,-76.777456,23.261755,-85.665079,0.242771,0.530068,0.46213,0.0
408,0.038682,1.428148,-123.277347,22.659429,-98.819981,0.214028,0.436646,0.403765,0.0
409,0.13603,1.746093,-125.28126,80.442076,-152.067556,0.489751,0.297401,0.42303,1.0
410,0.055978,1.494461,-67.188222,26.516949,-65.577652,0.355171,0.336656,0.342566,1.0
411,0.128073,1.382359,-22.268616,10.565254,-27.832415,0.36129,0.43058,0.39947,1.0
412,0.051048,1.394699,-84.082638,57.061235,-103.226085,0.527667,0.23359,0.396125,1.0
413,0.085938,1.545609,-94.653004,43.187319,-85.131847,0.482817,0.273994,0.370693,0.0
414,0.163855,1.805613,-113.894595,67.767251,-126.820481,0.52385,0.268324,0.393791,0.0
415,0.029292,1.200425,-28.851009,15.451074,-30.987052,0.47769,0.297945,0.429868,0.0
416,0.158219,1.648263,-98.984189,66.398954,-115.393555,0.554562,0.228577,0.359255,0.0
417,0.133238,1.894042,-108.877626,56.37609,-93.470793,0.586152,0.210911,0.375342,1.0
418,0.054007,1.246503,-148.995129,46.150083,-129.388082,0.350037,0.2996,0.383691,0.0
419,0.066985,1.271134,-11.520925,3.231124,-14.490819,0.210205,0.236468,0.369234,1.0
420,0.078624,1.301574,-21.173499,11.897181,-24.093971,0.474752,0.312399,0.367879,0.0
421,0.0139,1.863638,-33.909682,12.102312,-32.52255,0.328377,0.397515,0.365365,0.0
422,0.13451,1.498458,-142.74237900000003,52.442037,-140.247221,0.316662,0.470251,0.303786,0.0
423,0.043251,1.784602,-105.6485,44.237974,-125.947689,0.320846,0.345494,0.37724,0.0
424,0.015576,1.328468,-65.584473,21.400822,-70.673234,0.285897,0.276418,0.421437,1.0
425,0.127899,1.943128,-47.385107,20.074566,-47.718229,0.389623,0.340964,0.462518,0.0
426,0.025721,1.046883,-164.063138,46.924008,-149.961713,0.285511,0.299691,0.377228,1.0
427,0.104744,1.390131,-112.95255100000001,49.493345,-128.78574200000003,0.335238,0.331399,0.412404,0.0
428,0.047829,1.146676,-21.153347,10.086946,-18.302983,0.530248,0.206478,0.441421,0.0
429,0.055099,1.544476,-105.876013,45.303015,-91.799606,0.482176,0.236785,0.489862,1.0
430,0.004588,1.311501,-105.590966,38.278856,-96.15694,0.390629,0.242995,0.365232,0.0
431,0.120486,1.909357,-85.368357,31.379214,-75.803797,0.373372,0.426159,0.426119,1.0
432,0.051704,1.912957,-127.57447800000003,63.464338,-122.304222,0.483674,0.240304,0.370871,1.0
433,0.052741,1.135546,-108.499589,32.568273,-95.09252300000003,0.320754,0.357774,0.416494,1.0
434,0.023529,1.580466,-74.414167,23.617499,-88.100835,0.228915,0.314875,0.370734,0.0
435,0.03031,1.929563,-147.147814,73.625196,-138.464029,0.501904,0.231624,0.403108,0.0
436,0.061578,1.557045,-55.433366,15.871672,-48.61766,0.308719,0.389157,0.319586,0.0
437,0.082999,1.807474,-48.241081,10.675935,-46.587465,0.204176,0.251301,0.434743,0.0
438,0.184271,1.970459,-113.826818,32.665413,-110.728727,0.272208,0.323939,0.361996,0.0
439,0.106762,1.644218,-80.499654,25.03967,-77.87408399999998,0.293632,0.306723,0.472871,0.0
440,0.014339,1.075436,-104.14742,28.774793,-85.548033,0.315398,0.465365,0.348932,0.0
441,0.012916,1.251928,-121.843725,51.542529,-114.243034,0.443548,0.258574,0.345895,0.0
442,0.071906,1.197718,-103.759725,61.491053,-132.855286,0.437934,0.264384,0.450495,0.0
443,0.03171,1.091791,-186.751893,54.205187,-152.65943,0.324342,0.271879,0.477674,1.0
444,0.014563,1.903153,-42.163785,9.825882,-41.032803,0.23247,0.219927,0.44438,1.0
445,0.055756,1.224214,-89.481189,44.409681,-97.530593,0.425611,0.219874,0.383533,0.0
446,0.033578,1.962006,-133.07125,66.921709,-125.201216,0.503731,0.285371,0.36457,0.0
447,0.050771,1.199049,-49.95537,22.327094,-40.779573,0.513435,0.265928,0.427824,0.0
448,0.045253,1.113963,-74.65183899999998,37.107844,-62.080181,0.591592,0.200433,0.409296,1.0
449,0.121716,1.885237,-140.675416,45.672189,-144.489147,0.310005,0.263049,0.389794,0.0
450,0.075807,1.2053,-45.237201,20.229296,-55.482311,0.332893,0.231006,0.480589,0.0
451,0.177636,1.916015,-103.355838,54.162332,-103.25271900000001,0.480351,0.311307,0.306647,0.0
452,0.098239,1.30975,-58.618002,22.539194,-65.584699,0.316234,0.320291,0.435033,0.0
453,0.003426,2.003532,-23.014218,8.337454,-23.469805,0.341012,0.359749,0.453571,1.0
454,0.078154,1.82185,-125.450724,61.499457,-127.80986600000003,0.475665,0.206246,0.399485,0.0
455,0.104785,1.284858,-37.20564,15.833814,-38.318082,0.364574,0.389695,0.35258,0.0
456,0.101753,1.439067,-156.055325,49.276708,-148.612941,0.309268,0.376612,0.436736,0.0
457,0.077394,1.371443,-43.302311,22.171923,-54.353687,0.388672,0.374074,0.45944,0.0
458,0.02438,1.468827,-44.017568,15.85493,-47.995914,0.307638,0.360242,0.373975,1.0
459,0.134343,1.85449,-70.033754,15.488481,-62.547941,0.238473,0.342466,0.406193,0.0
460,0.175158,1.774551,-117.607504,39.562093,-113.907365,0.332685,0.304399,0.347991,0.0
461,0.02423,1.224669,-92.577268,38.161501,-101.451022,0.361842,0.282601,0.437222,0.0
462,0.018419,1.557402,-87.954642,54.537296,-92.743436,0.57445,0.211117,0.35587,0.0
463,0.024675,1.115049,-114.149443,33.01883,-96.128131,0.314907,0.230935,0.437403,1.0
464,0.10671000000000001,1.577072,-137.66952,70.28663,-135.625562,0.486401,0.242615,0.41351,1.0
465,0.092194,1.666913,-70.56392,24.067017,-89.622197,0.232618,0.250124,0.420598,1.0
466,0.043743,1.546708,-132.79004200000003,70.48011200000002,-145.793738,0.468434,0.310415,0.35391,1.0
467,0.046789,1.899981,-77.77540299999998,29.380565,-80.68963499999998,0.301544,0.455263,0.355566,0.0
468,0.007647,1.3630350000000002,-117.102966,53.795821,-120.24771,0.395419,0.403658,0.402571,0.0
469,0.112651,1.6167,-114.643875,63.683577,-145.866983,0.405227,0.214099,0.368227,1.0
470,0.131379,1.706064,-62.401583,20.762283,-70.841961,0.254318,0.264762,0.414991,1.0
471,0.045532,1.991541,-127.500092,50.924333,-126.666558,0.382074,0.332896,0.434573,0.0
472,0.136477,1.651821,-19.037805,4.892863,-17.404975,0.248919,0.468157,0.37353,0.0
473,0.11711,1.826752,-13.320725,7.493070999999999,-14.357443000000004,0.480212,0.304025,0.465978,1.0
474,0.12055,1.667434,-125.763361,32.626467,-123.729963,0.214847,0.460114,0.38968,0.0
475,0.033555,1.270925,-88.606882,34.679703,-92.340322,0.350469,0.310563,0.443205,1.0
476,0.038123,1.890007,-37.464384,24.937637,-47.889821,0.506082,0.268329,0.463961,1.0
477,0.068347,1.771514,-181.065482,97.528776,-157.825674,0.588145,0.205233,0.379427,1.0
478,0.106011,1.508271,-129.66236,55.433172,-135.824285,0.387122,0.280937,0.393839,1.0
479,0.138223,1.466811,-93.745082,48.966312,-108.711915,0.417056,0.350604,0.43559,1.0
480,0.006709,1.598184,-148.042046,69.090384,-157.69819,0.391916,0.373391,0.444754,0.0
481,0.009471,1.275979,-165.5319,66.844914,-145.014828,0.441859,0.266475,0.327987,0.0
482,0.018245,1.446627,-55.669692,29.711702,-71.51028700000002,0.381511,0.257452,0.417664,1.0
483,0.08901299999999998,1.218172,-63.812188,39.379542,-69.336023,0.562636,0.230591,0.521714,1.0
484,0.0872,1.2088660000000002,-14.889747,6.483022,-14.749437,0.408509,0.229857,0.46244,1.0
485,0.024211,1.777965,-104.460217,57.017407,-122.045828,0.418858,0.377888,0.448977,1.0
486,0.010774,1.2881300000000002,-19.532886,8.450991999999998,-22.670789,0.367168,0.247321,0.311681,0.0
487,0.085249,1.066875,-92.454105,28.801855,-98.056216,0.280734,0.51225,0.378997,0.0
488,0.023371,1.282926,-81.665682,23.492097,-65.765218,0.333727,0.240049,0.453512,0.0
489,0.044589,1.153482,-80.072225,44.575352,-99.20999200000003,0.433676,0.363389,0.419302,0.0
490,0.021511,1.874356,-19.611225,7.257126,-19.537315,0.346918,0.311232,0.388709,0.0
491,0.031183,1.045935,-74.859086,15.811,-65.53572,0.21143,0.282358,0.331248,0.0
492,0.09123,1.467572,-47.940766,22.035036,-39.658693,0.541575,0.229009,0.372383,0.0
493,0.010848,1.675494,-119.491409,49.322976,-107.855194,0.407772,0.34455,0.370154,0.0
494,0.127907,1.660013,-137.2321,54.126368,-121.950827,0.404898,0.287978,0.457027,0.0
495,0.072825,1.951938,-57.133604,28.512992,-63.282367,0.413134,0.326435,0.351786,0.0
496,0.077518,1.874782,-78.945468,57.609788,-97.652439,0.585614,0.206817,0.438982,0.0
497,0.135885,1.681016,-73.800579,23.988313,-61.794145,0.358357,0.236752,0.378051,1.0
498,0.144505,1.494941,-88.390776,37.054543,-76.645481,0.453261,0.205211,0.366245,1.0
499,0.089739,1.423922,-177.387132,77.649819,-156.233457,0.462284,0.29647,0.438548,0.0
500,0.068462,1.906389,-140.207661,32.471624,-135.40677,0.209656,0.245804,0.381057,1.0
501,0.13701700000000003,1.48834,-84.109521,51.771643,-90.049767,0.543157,0.212735,0.395615,0.0
502,0.043532,1.026307,-144.237099,29.114953,-116.739556,0.229745,0.375832,0.362796,1.0
503,0.061334,1.049787,-69.413685,21.493706,-75.160065,0.262912,0.352816,0.308751,0.0
504,0.150373,1.638488,-40.374574,22.837125,-53.654302,0.404853,0.25528,0.494217,0.0
505,0.098151,1.668362,-106.505293,33.581332,-94.463991,0.335483,0.413502,0.366066,0.0
506,0.10325500000000001,1.275168,-90.359092,30.541402,-117.574771,0.236128,0.320264,0.37034,1.0
507,0.13212,1.656198,-105.92440800000001,27.929891,-115.113279,0.214754,0.298516,0.292079,1.0
508,0.137015,1.4266470000000002,-59.003775,23.214819,-59.454494,0.324764,0.45643,0.513201,1.0
509,0.0008229999999999998,1.57232,-25.153707,14.059068000000003,-33.310133,0.401411,0.33451,0.407789,0.0
510,0.028674,1.960847,-43.40772,22.262465,-45.770294,0.470295,0.217331,0.372313,0.0
511,0.038005,1.215195,-55.935135,24.330914,-64.226429,0.348944,0.372502,0.366779,0.0
512,0.100564,1.285127,-147.813106,38.985507,-141.733355,0.215063,0.533927,0.343518,1.0
513,0.065847,1.402266,-45.083844,25.733972,-59.934704,0.387028,0.297143,0.513543,0.0
514,0.125918,1.304826,-53.734703,12.316743,-46.006971,0.245006,0.201288,0.46441,0.0
515,0.100497,1.375318,-150.884715,65.75983,-126.354987,0.486039,0.297379,0.372632,1.0
516,0.04822,1.302684,-125.758607,38.859516,-147.345076,0.211959,0.48996,0.438875,1.0
517,0.027864,1.795914,-113.815475,45.46908,-109.410661,0.369748,0.363605,0.412621,1.0
518,0.072873,1.326931,-125.376322,81.63669,-145.61809,0.539735,0.202233,0.405567,0.0
519,0.00232,1.025801,-44.57269,14.086442000000003,-57.450462,0.239156,0.247433,0.498181,0.0
520,0.043741,1.050406,-144.214492,29.485042,-119.824054,0.223749,0.569156,0.3361,1.0
521,0.127583,1.755651,-23.793599,8.892066,-20.932444,0.38868,0.337717,0.356895,0.0
522,0.139426,1.864151,-147.557003,50.946192,-118.967535,0.404457,0.22731,0.305587,1.0
523,0.021681,1.32544,-108.857305,27.02104,-96.819422,0.270555,0.229763,0.365632,0.0
524,0.048224,1.568851,-64.568061,29.176409,-61.005721,0.472023,0.284324,0.471238,0.0
525,0.12376400000000003,1.316712,-114.16147,61.80509,-130.258295,0.455526,0.201129,0.447551,0.0
526,0.147198,1.839712,-87.5617,54.00068,-111.188167,0.457763,0.237413,0.383822,0.0
527,0.056277,1.75312,-116.69480600000003,43.005807,-125.266129,0.317741,0.326797,0.345204,1.0
528,0.020945,1.1206140000000002,-69.251894,24.012687,-59.375615,0.367555,0.38065,0.400063,0.0
529,0.044699,1.220984,-63.788572,14.333086,-64.661759,0.208884,0.245472,0.514473,0.0
530,0.079571,1.0666540000000002,-41.488422,26.475662,-49.081286,0.524588,0.221533,0.421085,0.0
531,0.112804,1.149351,-38.908717,21.948623,-47.585578,0.450529,0.309476,0.462307,0.0
532,0.001747,1.242982,-144.895814,54.639963,-116.66946,0.448545,0.22058,0.427835,1.0
533,0.06727900000000002,1.379409,-35.880173,17.805146,-32.732232,0.514895,0.278659,0.447248,0.0
534,0.003672,2.052539,-15.975768,10.318547,-19.452271,0.50656,0.269231,0.434404,0.0
535,0.043284,1.56008,-116.052714,52.463734,-132.041522,0.354487,0.410673,0.481062,1.0
536,0.122074,1.610413,-133.961558,88.68507499999998,-144.351955,0.583491,0.206144,0.405167,0.0
537,0.043133,1.097181,-128.208663,29.806791,-103.130318,0.269341,0.348961,0.338411,1.0
538,0.056451,1.001024,-68.15507700000002,44.765964,-89.235078,0.464514,0.249152,0.366521,1.0
539,0.020521,1.212169,-80.00412799999998,31.6284,-74.589886,0.38758,0.408403,0.349129,1.0
540,0.02694,1.470876,-25.991517,15.178029,-32.447595,0.430411,0.269891,0.425643,0.0
541,0.071849,1.409881,-112.836403,35.960675,-94.168582,0.344571,0.258287,0.372961,1.0
542,0.026646,1.843982,-106.230525,30.889976,-100.380569,0.284079,0.407238,0.441972,1.0
543,0.085691,1.097656,-66.297708,22.184761,-57.820757,0.375853,0.294297,0.300556,0.0
544,0.063414,1.179698,-24.855464,11.557715000000004,-27.911758,0.405833,0.283031,0.378571,0.0
545,0.013586,1.481229,-82.631681,43.298368,-75.62491099999998,0.55381,0.231997,0.402836,0.0
546,0.104369,1.662018,-17.278185,4.617782,-15.137879,0.27554,0.261956,0.401796,0.0
547,0.12896800000000003,1.506304,-108.839529,45.783885,-111.115155,0.398454,0.261607,0.419179,0.0
548,0.065419,1.215476,-78.56797199999998,21.408197,-79.29179999999998,0.227902,0.566199,0.35995,1.0
549,0.12284,1.530365,-49.561261,26.037852,-48.668399,0.526435,0.21241,0.387991,0.0
550,0.140828,1.681624,-68.856666,27.57383,-65.013849,0.406234,0.373857,0.414788,0.0
551,0.114087,1.208111,-140.812618,41.600979,-121.43167,0.321541,0.218625,0.356756,1.0
552,0.122576,1.446423,-43.592446,11.083648,-38.647035,0.21898,0.542011,0.378433,1.0
553,0.014016,1.327357,-10.001922,3.975111,-12.110283,0.312631,0.204838,0.437805,0.0
554,0.043432,1.711737,-135.529042,55.799912,-137.299638,0.368047,0.381714,0.378493,1.0
555,0.166292,1.809708,-97.95623200000003,53.984984,-104.66455800000001,0.495569,0.278195,0.417775,0.0
556,0.112805,1.209078,-115.230431,71.487665,-129.745842,0.539228,0.223711,0.42868,0.0
557,0.07646899999999998,1.884765,-84.128647,48.351453,-83.603535,0.565521,0.221052,0.482192,0.0
558,0.03203,1.055647,-132.506727,31.37722,-127.283088,0.20861,0.274817,0.376881,1.0
559,0.092252,1.215699,-126.705947,30.052639,-103.157323,0.275427,0.343793,0.410372,0.0
560,0.020768,2.022609,-196.579802,34.801967,-158.710243,0.20959,0.444564,0.468588,1.0
561,0.078961,1.813501,-68.764764,32.989418,-63.981037,0.496609,0.302928,0.377876,0.0
562,0.105245,1.163867,-35.995413,19.38666,-47.07677,0.354713,0.403283,0.442046,0.0
563,0.064086,1.208207,-68.621004,23.237454,-75.060421,0.272943,0.339806,0.395639,1.0
564,0.071469,1.134327,-27.373116,12.716282,-35.29098,0.347291,0.225207,0.35678,0.0
565,0.1011,1.472238,-113.972059,38.086151,-109.730235,0.307626,0.340336,0.347874,1.0
566,0.08394899999999998,1.323316,-126.427939,41.595548,-146.486211,0.220978,0.449819,0.498704,1.0
567,0.114608,1.899975,-32.214801,16.982631999999995,-36.583392,0.441861,0.202917,0.327722,0.0
568,0.003312,1.420943,-117.375345,36.74862,-96.065497,0.368416,0.388212,0.475653,0.0
569,0.106524,1.10974,-119.257086,28.028257,-124.893232,0.211446,0.41634,0.501605,1.0
